case_id,sanctuary_id,case_type,region,state,resource_type,candidate_evidence_count,family_counts,query_text,target_evidence_ids
case_dca3407d26a94d01,sanctuary_bd4862c2b07938,hydrology_repair_route,4,AR,NWR,257,ACCESS:3; BUILDING:5; GATE:91; PARKING:32; PROPERTY:80; ROAD:15; TRAIL:19; TRAIL_NOTE:7; WATER_LINE:5,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 257 candidate evidence rows with family counts: ACCESS:3; BUILDING:5; GATE:91; PARKING:32; PROPERTY:80; ROAD:15; TRAIL:19; TRAIL_NOTE:7; WATER_LINE:5.",ev_water_line_d546fc04fb55ce3e | ev_access_b2cbb8eef1a6d5b1 | ev_gate_b854caa6a6ab8304 | ev_road_97fd4c595329b01b | ev_parking_5fe3d65a6f555af0
case_dcff6626a1ea8a8c,sanctuary_d8590d1617fcbc,operations_facility_route,4,AR,NWR,53,BLIND:1; BUILDING:2; PARKING:11; PROPERTY:15; ROAD:2; WATER_LINE:22,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 53 candidate evidence rows with family counts: BLIND:1; BUILDING:2; PARKING:11; PROPERTY:15; ROAD:2; WATER_LINE:22.",ev_property_4995801da65b7d86 | ev_building_5c741c3d222b6382 | ev_road_05c81e2649007569 | ev_water_line_1ad858b8606bc2d0
case_dd219e017e716844,sanctuary_75fef162d0f8ea,hydrology_repair_route,2,NM,NWR,53,ACCESS:3; BUILDING:3; GATE:3; PARKING:8; PROPERTY:13; ROAD:15; TRAIL:3; TRAIL_NOTE:3; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 53 candidate evidence rows with family counts: ACCESS:3; BUILDING:3; GATE:3; PARKING:8; PROPERTY:13; ROAD:15; TRAIL:3; TRAIL_NOTE:3; WATER_LINE:2.",ev_water_line_f9578075c2303917 | ev_access_19c899a9ed9fd4c3 | ev_gate_65a72b3e2ca0bf9a | ev_road_27b15df5672222c6 | ev_parking_633175fcee4755d8
case_dd63e791d21b0310,sanctuary_6b3b19e43ad172,visitor_access_route,2,OK,NWR,103,ACCESS:5; BLIND:1; BUILDING:12; GATE:7; PARKING:14; PROPERTY:28; ROAD:8; TRAIL:7; TRAIL_NOTE:4; WATER_LINE:2; WATER_POINT:15,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 103 candidate evidence rows with family counts: ACCESS:5; BLIND:1; BUILDING:12; GATE:7; PARKING:14; PROPERTY:28; ROAD:8; TRAIL:7; TRAIL_NOTE:4; WATER_LINE:2; WATER_POINT:15.",ev_trail_ad02dc9c7268b6f2 | ev_trail_note_6ea1b1494345069c | ev_parking_105711477c137953 | ev_road_5e4ce04f897ecb3f | ev_access_ad52d0b1a38c1096 | ev_building_b7e24a5c0920f031
case_dde2a2a0ce66c145,sanctuary_54cf8cb275d6eb,operations_facility_route,4,SC,NWR,210,BLIND:1; BUILDING:7; GATE:2; PARKING:32; PROPERTY:63; ROAD:85; TRAIL:14; TRAIL_NOTE:6,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 210 candidate evidence rows with family counts: BLIND:1; BUILDING:7; GATE:2; PARKING:32; PROPERTY:63; ROAD:85; TRAIL:14; TRAIL_NOTE:6.",ev_property_e15acf65e9127240 | ev_building_9ec01cc0e31a605d | ev_gate_4974a10998c79d1b | ev_road_cc23f9b261690e1b
case_de013fc8b429099c,sanctuary_674f6ae4da2717,visitor_access_route,6,ND,WPA,41,BUILDING:1; GATE:18; PARKING:4; PROPERTY:8; ROAD:7; WATER_LINE:3,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 41 candidate evidence rows with family counts: BUILDING:1; GATE:18; PARKING:4; PROPERTY:8; ROAD:7; WATER_LINE:3.",ev_parking_08f02ab48b146872 | ev_road_64741b421e2774cd | ev_building_64b2c8125d434519
case_de044ede2bd8ab0e,sanctuary_53d709e654d151,hydrology_repair_route,6,ND,NWR,144,ACCESS:2; BUILDING:7; GATE:4; PARKING:30; PROPERTY:60; ROAD:8; TRAIL:2; TRAIL_NOTE:2; WATER_LINE:29,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 144 candidate evidence rows with family counts: ACCESS:2; BUILDING:7; GATE:4; PARKING:30; PROPERTY:60; ROAD:8; TRAIL:2; TRAIL_NOTE:2; WATER_LINE:29.",ev_water_line_6d5066fc54951721 | ev_access_d9cf6c12e82008de | ev_gate_8850a074c90f8892 | ev_road_269715fd393e2b52 | ev_parking_306f8550e4c6b073
case_de8e19d0f8e67174,sanctuary_669e40d96c5902,visitor_access_route,1,OR,NWR,174,ACCESS:8; BLIND:3; BUILDING:3; GATE:12; PARKING:26; PROPERTY:44; ROAD:5; TRAIL:55; TRAIL_NOTE:18,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 174 candidate evidence rows with family counts: ACCESS:8; BLIND:3; BUILDING:3; GATE:12; PARKING:26; PROPERTY:44; ROAD:5; TRAIL:55; TRAIL_NOTE:18.",ev_trail_46c32e7122730768 | ev_trail_note_0686400e795aa8b0 | ev_parking_60cbcd631864abb4 | ev_road_f071be3f33b2ab80 | ev_access_e8d5d3f4c71030c5 | ev_building_86d07045bae65a00
case_dfdb02f4c4ab1f4c,sanctuary_1abee2bec64e22,operations_facility_route,3,MN,NWR,26,BUILDING:1; GATE:8; PARKING:5; PROPERTY:10; TRAIL:1; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 26 candidate evidence rows with family counts: BUILDING:1; GATE:8; PARKING:5; PROPERTY:10; TRAIL:1; TRAIL_NOTE:1.",ev_property_f05aa67da1722ef0 | ev_building_052a0c0e58955d09 | ev_gate_8e958da4f632a4e0
case_dfdd8ffb74bc1859,sanctuary_c1a60ee53a9354,operations_facility_route,3,MN,NWR,167,ACCESS:5; BUILDING:5; GATE:49; PARKING:22; PROPERTY:49; ROAD:5; TRAIL:10; TRAIL_NOTE:8; WATER_LINE:5; WATER_POINT:9,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 167 candidate evidence rows with family counts: ACCESS:5; BUILDING:5; GATE:49; PARKING:22; PROPERTY:49; ROAD:5; TRAIL:10; TRAIL_NOTE:8; WATER_LINE:5; WATER_POINT:9.",ev_property_42370819f349cae2 | ev_building_9b5697c6bcb4d2bb | ev_gate_3f5185f939455a25 | ev_road_43e9ac5bf0c1263e | ev_water_line_05a6982e92c536b1 | ev_water_point_5c6c5ae6ebb0c75c
case_dfe28641a6a1c5b2,sanctuary_62b988a2f51b4d,visitor_access_route,8,CA,NWR,72,BLIND:24; BUILDING:2; GATE:2; PARKING:10; PROPERTY:15; ROAD:1; TRAIL:12; TRAIL_NOTE:6,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 72 candidate evidence rows with family counts: BLIND:24; BUILDING:2; GATE:2; PARKING:10; PROPERTY:15; ROAD:1; TRAIL:12; TRAIL_NOTE:6.",ev_trail_2c29693c568cfbfc | ev_trail_note_dc9e6d91c663650a | ev_parking_ff1dd0a6e4a6937f | ev_road_e506710a9b028ddc | ev_building_fa39221f7f0c9407 | ev_blind_1e27b93c278dce05
case_dff6c5943e6fbce8,sanctuary_76b0b452961c0e,visitor_access_route,4,AL,NWR,69,ACCESS:3; BLIND:1; BUILDING:3; GATE:7; PARKING:8; PROPERTY:24; TRAIL:18; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 69 candidate evidence rows with family counts: ACCESS:3; BLIND:1; BUILDING:3; GATE:7; PARKING:8; PROPERTY:24; TRAIL:18; TRAIL_NOTE:5.",ev_trail_05f780004941ec06 | ev_trail_note_269455866338d460 | ev_parking_13b5e65ac53b5007 | ev_access_4dab1d491c2b8a57 | ev_building_b881339ef589700f | ev_blind_25689a81c0a3c53d
case_e065f4a96db2992b,sanctuary_965ce3d8682207,hydrology_repair_route,4,PR,NWR,20,BUILDING:1; GATE:2; PARKING:4; PROPERTY:12; ROAD:1,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 20 candidate evidence rows with family counts: BUILDING:1; GATE:2; PARKING:4; PROPERTY:12; ROAD:1.",ev_gate_dad8d1d7ccf0c2ab | ev_road_5092fb7609fc37c9 | ev_parking_37d5d2cbffd594bb
case_e1862754f6722519,sanctuary_efba56a44b3c55,operations_facility_route,4,PR,NWR,67,ACCESS:7; BLIND:1; BUILDING:3; GATE:9; PARKING:7; PROPERTY:15; ROAD:3; TRAIL:15; TRAIL_NOTE:7,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 67 candidate evidence rows with family counts: ACCESS:7; BLIND:1; BUILDING:3; GATE:9; PARKING:7; PROPERTY:15; ROAD:3; TRAIL:15; TRAIL_NOTE:7.",ev_property_717e7875046179f7 | ev_building_d63db7035f7de8e6 | ev_gate_05745fa83dd6810f | ev_road_04af23319cf54f85
case_e198e923bda45829,sanctuary_088c47975617f7,visitor_access_route,4,FL,NWR,98,BUILDING:9; GATE:16; PARKING:9; PROPERTY:27; ROAD:6; TRAIL:21; TRAIL_NOTE:8; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 98 candidate evidence rows with family counts: BUILDING:9; GATE:16; PARKING:9; PROPERTY:27; ROAD:6; TRAIL:21; TRAIL_NOTE:8; WATER_LINE:2.",ev_trail_93032e8f13d447cd | ev_trail_note_f507c7cd12e0809f | ev_parking_33786a58044fef99 | ev_road_77b9deb53a3aca60 | ev_building_ce288b586639b56d
case_e1a90ce6fcec7c0a,sanctuary_765c02fdedbb9d,visitor_access_route,5,WV,NFH,21,BUILDING:5; PARKING:1; PROPERTY:5; ROAD:2; TRAIL:6; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 21 candidate evidence rows with family counts: BUILDING:5; PARKING:1; PROPERTY:5; ROAD:2; TRAIL:6; TRAIL_NOTE:2.",ev_trail_56ede0218fa4f9b1 | ev_trail_note_1a6dffe0d4b6efb3 | ev_parking_43f1946c4995b793 | ev_road_cd6868e5f9e72ef7 | ev_building_e16c7c55c613a406
case_e23a9978cb238a8d,sanctuary_30933436dd9813,operations_facility_route,6,MT,NFH,10,BUILDING:3; PARKING:1; PROPERTY:5; ROAD:1,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 10 candidate evidence rows with family counts: BUILDING:3; PARKING:1; PROPERTY:5; ROAD:1.",ev_property_c59f065df4019ca3 | ev_building_2f185cfe4bb97a72 | ev_road_eaf15338312617bd
case_e24917a1c9650844,sanctuary_167625adbf96fc,visitor_access_route,1,ID,NWR,181,ACCESS:2; BUILDING:19; FENCE:85; GATE:10; PARKING:12; PROPERTY:24; ROAD:17; TRAIL:10; TRAIL_NOTE:2,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 181 candidate evidence rows with family counts: ACCESS:2; BUILDING:19; FENCE:85; GATE:10; PARKING:12; PROPERTY:24; ROAD:17; TRAIL:10; TRAIL_NOTE:2.",ev_trail_b9d23a55265a585c | ev_trail_note_e9ebeaac63366e73 | ev_parking_7918f9ad8459de70 | ev_road_380dc5d3475ee6f3 | ev_access_babc76acd159af1b | ev_building_9ecc9f579ead1352
case_e28cadace14bc0d5,sanctuary_55ad5a40202f67,visitor_access_route,5,NH,NWR,27,ACCESS:3; GATE:3; PARKING:1; PROPERTY:3; TRAIL:13; TRAIL_NOTE:4,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 27 candidate evidence rows with family counts: ACCESS:3; GATE:3; PARKING:1; PROPERTY:3; TRAIL:13; TRAIL_NOTE:4.",ev_trail_10395507a13af60b | ev_trail_note_e5899d298d34d8d9 | ev_parking_4b00c2e8375d3fad | ev_access_974e38a2e1fdfdb2
case_e28eb8e80f702101,sanctuary_5d8209fd32b069,hydrology_repair_route,1,WA,NWR,16,ACCESS:1; GATE:3; PARKING:1; PROPERTY:8; TRAIL:2; TRAIL_NOTE:1,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 16 candidate evidence rows with family counts: ACCESS:1; GATE:3; PARKING:1; PROPERTY:8; TRAIL:2; TRAIL_NOTE:1.",ev_access_7662444be5f29429 | ev_gate_62b13824392d06d0 | ev_parking_0a0585da2072f7df
case_e2989b7faab77db3,sanctuary_e535084b0e0017,visitor_access_route,4,GA,NWR,101,BUILDING:6; GATE:6; PARKING:10; PROPERTY:28; ROAD:4; TRAIL:30; TRAIL_NOTE:17,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 101 candidate evidence rows with family counts: BUILDING:6; GATE:6; PARKING:10; PROPERTY:28; ROAD:4; TRAIL:30; TRAIL_NOTE:17.",ev_trail_b062f870cfa22927 | ev_trail_note_fbf0a610e48e8150 | ev_parking_80896f57e9a45014 | ev_road_178e7ae3f618e1b6 | ev_building_c3068d2953e869a0
case_e2abe9ff71c55a1b,sanctuary_c85c215aded60b,hydrology_repair_route,6,MT,NWR,11,PARKING:2; PROPERTY:2; ROAD:2; WATER_LINE:5,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 11 candidate evidence rows with family counts: PARKING:2; PROPERTY:2; ROAD:2; WATER_LINE:5.",ev_water_line_01ae871f7bfb8243 | ev_road_b4d53890499b6094 | ev_parking_da13bd14fe9f2331
case_e2f16ea1c2e16290,sanctuary_321528d3d76b6c,operations_facility_route,4,FL,NWR,164,ACCESS:8; BLIND:1; BUILDING:16; GATE:28; PARKING:9; PROPERTY:37; ROAD:5; TRAIL:49; TRAIL_NOTE:11,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 164 candidate evidence rows with family counts: ACCESS:8; BLIND:1; BUILDING:16; GATE:28; PARKING:9; PROPERTY:37; ROAD:5; TRAIL:49; TRAIL_NOTE:11.",ev_property_04e1e6c89fd28d69 | ev_building_f5be32a1f421e54c | ev_gate_d22818a977049dea | ev_road_2e29b73d823135f6
case_e38ce17b9a16d131,sanctuary_d19b796e954f9b,visitor_access_route,4,LA,NWR,119,ACCESS:2; BUILDING:2; GATE:4; PARKING:20; PROPERTY:48; ROAD:12; TRAIL:17; TRAIL_NOTE:12; WATER_LINE:2,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 119 candidate evidence rows with family counts: ACCESS:2; BUILDING:2; GATE:4; PARKING:20; PROPERTY:48; ROAD:12; TRAIL:17; TRAIL_NOTE:12; WATER_LINE:2.",ev_trail_dc5fc89e1ad1e15c | ev_trail_note_ec43fa74779116d9 | ev_parking_f67b2ca114c6266f | ev_road_6f6bb33a39546e33 | ev_access_70e7d2b771c8a4ec | ev_building_6946a89c02418e62
case_e393eb4943e28d31,sanctuary_725b946e892c9c,operations_facility_route,6,CO,NWR,30,BUILDING:1; PARKING:11; PROPERTY:10; ROAD:2; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:4,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 30 candidate evidence rows with family counts: BUILDING:1; PARKING:11; PROPERTY:10; ROAD:2; TRAIL:1; TRAIL_NOTE:1; WATER_LINE:4.",ev_property_668f1d5000707494 | ev_building_c9e885ff2fcb8abf | ev_road_463e818e3bd97972 | ev_water_line_db201f880997deb9
case_e3e65510e20c2543,sanctuary_2eda5800574184,hydrology_repair_route,6,ND,WPA,107,GATE:20; PARKING:19; PROPERTY:20; ROAD:5; WATER_LINE:43,"Reconstruct an ordered refuge evidence route for intent hydrology_repair_route. Recover the strongest evidence route for water-control risk and access continuity. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: WATER_LINE | WATER_POINT | ACCESS | GATE | ROAD | PARKING | FENCE. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 107 candidate evidence rows with family counts: GATE:20; PARKING:19; PROPERTY:20; ROAD:5; WATER_LINE:43.",ev_water_line_e00e6a011b7313d5 | ev_gate_eb7d15d762f3519d | ev_road_c9ae363a1af1e4fb | ev_parking_e72acbd1afd8e8b8
case_e3f5174ca2016559,sanctuary_0155ddab0a7318,visitor_access_route,5,PA,NFH,31,BUILDING:4; GATE:2; PARKING:5; PROPERTY:18; ROAD:2,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 31 candidate evidence rows with family counts: BUILDING:4; GATE:2; PARKING:5; PROPERTY:18; ROAD:2.",ev_parking_647e21c594d09a22 | ev_road_17887e542ae4da42 | ev_building_564e29a1f56a369b
case_e3fd64beb34d4482,sanctuary_c9275e115ed857,visitor_access_route,4,LA,NWR,211,ACCESS:3; BUILDING:4; GATE:9; PARKING:29; PROPERTY:53; ROAD:11; TRAIL:62; TRAIL_NOTE:35; WATER_LINE:1; WATER_POINT:4,"Reconstruct an ordered refuge evidence route for intent visitor_access_route. Recover the strongest evidence route for visitor movement, trails, parking, roads, and public-use support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: TRAIL | TRAIL_NOTE | PARKING | ROAD | ACCESS | BUILDING | BLIND. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 211 candidate evidence rows with family counts: ACCESS:3; BUILDING:4; GATE:9; PARKING:29; PROPERTY:53; ROAD:11; TRAIL:62; TRAIL_NOTE:35; WATER_LINE:1; WATER_POINT:4.",ev_trail_c3e520d7700fe4be | ev_trail_note_f486dcfd741671d5 | ev_parking_5f4e8b9d9a2a495a | ev_road_cd347b5b0f6af6e8 | ev_access_4bb8284330d42d89 | ev_building_afaead22241705e3
case_e41d6a1df6dff872,sanctuary_76b0b452961c0e,operations_facility_route,4,AL,NWR,69,ACCESS:3; BLIND:1; BUILDING:3; GATE:7; PARKING:8; PROPERTY:24; TRAIL:18; TRAIL_NOTE:5,"Reconstruct an ordered refuge evidence route for intent operations_facility_route. Recover the strongest evidence route for facility/property operations and boundary support. Use the evidence catalog rows that share this case's sanctuary_id. Prefer the first strong record available from each family in this order: PROPERTY | BUILDING | GATE | FENCE | ROAD | WATER_LINE | WATER_POINT. Within a family, the public evidence text is intentionally lossy; use the training routes to infer which normalized attributes, family context, and source patterns tend to indicate stronger evidence. This sanctuary has 69 candidate evidence rows with family counts: ACCESS:3; BLIND:1; BUILDING:3; GATE:7; PARKING:8; PROPERTY:24; TRAIL:18; TRAIL_NOTE:5.",ev_property_a133c7797faf1316 | ev_building_b881339ef589700f | ev_gate_17e0b9c2ad174f48
